	Unnamed: 0.1	Unnamed: 0	Run_ID	Chl	TSM	a_440_cdom	T	S	theta	phi	Chl_comp_1	Chl_comp_2	Bp	Bm	a_440_p	a_440_m	b_440_p	b_440_m	400	412.5	442.5	490	510	560	620	665	673.75	681.25	708.75	753.75	761.25	764.38	767.5	778.75	865	885	900	940	1020
2435	2435	2435	23219	3.6	1.0	0.284	10	30	70	0	1	2	0.006	0.018	0.156	0.061	0.83	0.546	0.001295	0.0013295	0.0014572	0.0020215	0.0021823	0.0026733	0.0013454	0.0008192	0.0007432	0.0007239	0.0005078	0.0001483	0.0001485	0.0001486	0.0001505	0.0001602	6.73e-05	5.59e-05	4.64e-05	1.26e-05	9.9e-06
2436	2436	2436	23220	3.4	1.3	0.202	20	20	30	15	1	4	0.0069999999999999	0.018	0.102	0.08	0.8009999999999999	0.711	0.0017298	0.001885	0.0023335	0.0037809	0.0041472	0.0050903	0.0018322	0.0011154	0.0010281	0.0009968	0.0006249	0.0001838	0.000183	0.000183	0.0001858	0.0002062	8.1e-05	6.979999999999999e-05	5.97e-05	1.32e-05	1.17e-05
2438	2438	2438	23222	0.46	0.4	0.4	5	30	10	15	1	5	0.01	0.012	0.061	0.025	0.232	0.219	0.0004596	0.0005126	0.0006653	0.0010041	0.0010871	0.0012649	0.0005618	0.0003382	0.0003164	0.0002978	0.0001848	5.18e-05	5.08e-05	5.25e-05	4.8e-05	5.5500000000000014e-05	2.21e-05	1.84e-05	1.67e-05	3.2e-06	3.1e-06
2439	2439	2439	23223	1.3	0.06	0.12	25	15	60	15	1	5	0.008	0.001	0.08	0.004	0.441	0.025	0.0009245	0.0010101	0.0012120999999999	0.0017999	0.0017264	0.0015273	0.0004282	0.0002435	0.0002225	0.0002126	0.000127	3.65e-05	3.48e-05	3.3600000000000004e-05	3.47e-05	3.83e-05	1.52e-05	1.28e-05	9.7e-06	1.7e-06	1.8e-06
2445	2445	2445	23231	1.6	0.9	0.2	25	20	60	45	1	2	0.008	0.024	0.071	0.055	0.502	0.369	0.0013959	0.0015607	0.0020053	0.0030836	0.0032399	0.0036398	0.0013444	0.000826	0.0007672	0.0007385	0.0004499	0.0001296	0.0001295	0.000133	0.0001332	0.0001473	6.159999999999999e-05	4.86e-05	4.42e-05	1.0800000000000003e-05	9.5e-06
2448	2448	2448	23234	0.98	1.4	0.294	20	30	10	15	1	3	0.009	0.014	0.044	0.086	0.37	0.957	0.0011964	0.001378	0.0019484	0.0034513	0.0039404	0.0048826	0.0017425999999999	0.0010700999999999	0.0010044	0.000964	0.0005754	0.0001694	0.0001678	0.0001678	0.0001675999999999	0.0001856	7.53e-05	6.37e-05	5.460000000000001e-05	1.09e-05	1.25e-05
2455	2455	2455	23245	6.2	2.6	0.1639999999999999	15	20	60	60	1	3	0.006	0.01	0.142	0.16	1.162	2.842	0.0028202	0.0030306	0.0036566	0.0057808	0.0065863999999999	0.0086437999999999	0.0034269	0.0019957	0.0018183	0.0017721	0.0011940999999999	0.0003488	0.0003462	0.0003475	0.00035	0.0003794	0.000159	0.0001336	0.0001136	2.65e-05	2.33e-05
2464	2464	2464	23259	1.9	0.1	0.264	30	25	60	15	1	3	0.008	0.001	0.136	0.006	0.5579999999999999	0.055	0.0007162999999999	0.000711	0.0007233	0.0008955	0.000943	0.0010880999999999	0.0004388	0.000264	0.0002405	0.0002371	0.0001526	4.31e-05	4.370000000000001e-05	4.370000000000001e-05	4.78e-05	4.88e-05	1.93e-05	1.57e-05	1.46e-05	1.2e-06	3.500000000000001e-06
2470	2470	2470	23266	3.3	0.2	0.226	5	10	30	60	1	4	0.0069999999999999	0.003	0.114	0.012	0.7859999999999999	0.1369999999999999	0.0008485	0.0008742	0.0009628	0.0013704	0.0014533	0.001664	0.0006087999999999	0.0003503999999999	0.0003208999999999	0.0003077	0.0001984	5.97e-05	5.73e-05	5.62e-05	5.710000000000001e-05	6.2e-05	2.33e-05	1.8e-05	1.73e-05	4.4e-06	3.500000000000001e-06
2471	2471	2471	23267	0.86	0.8	0.196	15	20	60	15	1	4	0.009	0.016	0.102	0.049	0.342	0.4370000000000001	0.0010527	0.0011795	0.0015285	0.0025905	0.0028284	0.0033092	0.0010708	0.0006376	0.0005803999999999	0.0005635	0.0003569	0.0001057	0.0001047	0.0001038	0.0001007	0.0001135	4.81e-05	3.91e-05	3.26e-05	6.6e-06	6.2e-06
2473	2473	2473	23269	3.4	0.02	0.194	30	10	40	45	1	4	0.0069999999999999	0.001	0.146	0.001	0.8009999999999999	0.019	0.0008288	0.0008603999999999	0.0009593	0.0014413	0.0015259	0.0018189	0.0005676	0.0003335	0.0003011	0.0002952	0.0001864	4.9700000000000015e-05	5.25e-05	5.45e-05	5.44e-05	6.01e-05	2.13e-05	1.7899999999999998e-05	1.74e-05	2.9e-06	3.2e-06
2476	2476	2476	23274	1.2	1.4	0.218	20	20	30	45	1	5	0.009	0.018	0.038	0.086	0.42	0.765	0.0018536	0.0020187	0.0025064	0.0037419	0.0039781	0.004444	0.0017849	0.0011252	0.0010651	0.0010151	0.0006034	0.0001789	0.0001768	0.0001747	0.0001783	0.0001967	8e-05	6.659999999999999e-05	5.94e-05	1.34e-05	1.3e-05
2481	2481	2481	23280	2.1	0.7	0.128	5	30	70	30	1	5	0.0069999999999999	0.012	0.085	0.043	0.594	0.478	0.0019025	0.0019266	0.0020443	0.0027051	0.0027197	0.0027072	0.0010382999999999	0.0006147	0.0005623	0.0005386	0.0003456	0.0001002999999999	0.0001005	9.67e-05	9.69e-05	0.000106	4.35e-05	3.2899999999999987e-05	3.14e-05	7.000000000000002e-06	6.6e-06
2486	2486	2486	23287	0.64	0.9	0.25	25	15	10	60	1	3	0.01	0.035	0.047	0.055	0.284	0.246	0.0009564	0.0011418	0.0017105	0.0032169	0.0035947	0.004104	0.0012764	0.0007823999999999	0.0007324	0.000699	0.0004134	0.0001198	0.0001218	0.0001214	0.0001245	0.0001363	5.62e-05	4.44e-05	4.35e-05	8.8e-06	8.8e-06
2493	2493	2493	23296	130.0	4.1	0.17	15	20	20	0	1	5	0.002	0.016	1.606	0.252	7.667999999999998	2.801	0.001449	0.0013624	0.001293	0.0019536	0.0022416	0.0033059	0.0031248	0.0014573	0.0011558	0.0012523	0.0020384	0.0005936	0.0005874	0.0005906	0.0005978	0.0006489	0.0002652	0.000226	0.0001954	4.36e-05	4.09e-05
2494	2494	2494	23297	0.39	0.2	0.4	30	5	30	60	1	4	0.012	0.004	0.022	0.012	0.209	0.109	0.0003412	0.0003805	0.0005122	0.0007638	0.0008077999999999	0.000923	0.0003485	0.0002215	0.0002062	0.000194	0.0001088	3.04e-05	3.02e-05	2.98e-05	2.93e-05	3.2899999999999987e-05	1.25e-05	1.02e-05	1.02e-05	1.7e-06	1.2e-06
2497	2497	2497	23300	0.27	0.4	0.224	15	25	40	0	1	5	0.012	0.01	0.028	0.025	0.1669999999999999	0.273	0.0007851	0.0008673999999999	0.0011096	0.0016963	0.0017575	0.0017564	0.0005719	0.0003422	0.0003161	0.0003005	0.0001758	4.99e-05	5.11e-05	4.9e-05	4.93e-05	5.41e-05	2.31e-05	1.75e-05	1.52e-05	3.700000000000001e-06	3.500000000000001e-06
2501	2501	2501	23305	2.5	1.5	0.262	10	20	30	60	1	5	0.0069999999999999	0.026	0.102	0.092	0.662	0.615	0.0013354	0.0015545	0.0022048	0.0040144	0.0045488	0.0054248	0.0021664	0.0012815	0.0011759	0.001134	0.0007317	0.0002164	0.0002133	0.0002132	0.0002138	0.0002304	9.79e-05	8.09e-05	6.77e-05	1.6899999999999994e-05	1.42e-05
2502	2502	2502	23307	1.3	0.3	0.8	0	15	50	30	1	5	0.008	0.005	0.067	0.018	0.441	0.328	0.0002383	0.0002697	0.0003633	0.0005695	0.000654	0.0008692999999999	0.0005181	0.0003296	0.000305	0.000293	0.0001847	5.16e-05	5.08e-05	5.03e-05	5.34e-05	5.5e-05	2.35e-05	1.49e-05	1.6e-05	3.1e-06	2.9e-06
2523	2523	2523	23337	0.31	1.2	0.5	25	15	30	30	1	3	0.012	0.014	0.027	0.074	0.181	0.82	0.0006841	0.0007947	0.0011341	0.0018869	0.0021567	0.0028511999999999	0.0013467	0.000893	0.0008474	0.0008123	0.0004703	0.0001363	0.0001405	0.0001413	0.0001425	0.0001575	6.32e-05	5.320000000000001e-05	4.48e-05	1e-05	9.2e-06
2526	2526	2526	23341	1.3	0.3	0.248	5	0	20	30	1	5	0.008	0.008	0.062	0.018	0.441	0.205	0.0007209	0.0007751	0.0009219	0.0013429	0.001419	0.0015134	0.0005772	0.0003352	0.0003093	0.0002956	0.0001823	5.08e-05	5.25e-05	5.34e-05	5.13e-05	5.59e-05	1.65e-05	1.73e-05	1.89e-05	2.6e-06	3e-06
2527	2527	2527	23343	0.29	0.9	0.276	30	10	60	45	1	5	0.012	0.012	0.017	0.055	0.174	0.738	0.0009236	0.0010928	0.00162	0.003011	0.0033238	0.0037608	0.0011962	0.0007438	0.0007079	0.0006735	0.0003745	0.0001078	0.0001102	0.0001107999999999	0.0001126	0.0001258	5.03e-05	4.23e-05	3.74e-05	7.8e-06	7.8e-06
2543	2543	2543	23369	0.16	0.5	0.25	25	30	40	45	1	3	0.014	0.008	0.018	0.031	0.12	0.478	0.0006346	0.0007557999999999	0.0011523	0.0021889	0.0023617	0.002414	0.0006579	0.0003981	0.0003702	0.0003511	0.0001997	5.59e-05	5.78e-05	5.6600000000000014e-05	5.76e-05	6.39e-05	2.380000000000001e-05	2.15e-05	1.95e-05	4.9000000000000005e-06	3.6000000000000007e-06
2549	2549	2549	23380	3.5	1.3	0.8	15	35	20	60	1	5	0.006	0.012	0.183	0.08	0.815	1.0659999999999998	0.0005176	0.0005882999999999	0.0007999	0.0013185	0.0015405	0.0022197	0.0014919	0.0009605	0.0008747	0.000865	0.0006	0.0001759	0.0001748	0.0001728	0.0001729	0.0001919	7.7e-05	6.56e-05	5.8e-05	1.27e-05	1.14e-05
2551	2551	2551	23383	4.1	0.7	0.244	25	5	60	45	1	4	0.006	0.012	0.354	0.043	0.899	0.478	0.000645	0.0007111	0.0008707	0.0015131	0.0017396	0.0026256	0.0009617	0.0005455	0.0004784	0.000477	0.0003724	0.0001082	0.0001056	0.0001092	0.0001095999999999	0.0001208	4.88e-05	3.8e-05	3.75e-05	7.400000000000001e-06	7.6e-06
2555	2555	2555	23390	0.12	0.6	0.236	30	10	30	0	1	2	0.016	0.016	0.013	0.037	0.101	0.328	0.0008804	0.0009971	0.0013587	0.0022237	0.002334	0.0024703	0.0007844	0.0004875	0.0004629	0.0004437	0.0002425	7.049999999999999e-05	6.99e-05	7.08e-05	7.44e-05	8.09e-05	2.8300000000000007e-05	2.45e-05	2.1e-05	4.6e-06	5.400000000000002e-06
2567	2567	2567	23406	1.6	1.2	0.116	0	5	70	0	1	4	0.008	0.018	0.148	0.074	0.502	0.6559999999999999	0.001993	0.0020562	0.0022859	0.0034982	0.0037696	0.0044787	0.0016166	0.0009352	0.0008451999999999	0.0008186	0.0005635	0.0001708	0.0001616	0.0001631	0.0001641999999999	0.0001710999999999	7.3e-05	5.99e-05	5.19e-05	1.34e-05	1e-05
2573	2573	2573	23413	0.11	0.5	0.166	10	0	30	30	1	3	0.016	0.02	0.023	0.031	0.095	0.205	0.0008912	0.0010435	0.001504	0.0025801	0.0026586	0.0024725	0.0006951	0.00041	0.0003816	0.0003588	0.0002122	6.06e-05	6.07e-05	6.11e-05	5.84e-05	6.4e-05	2.43e-05	2.21e-05	1.76e-05	5.8e-06	2.8e-06
2576	2576	2576	23416	0.36	0.5	0.254	15	5	10	0	1	4	0.012	0.008	0.032	0.031	0.199	0.478	0.0005433	0.0006817	0.0011368	0.0024349	0.0026866	0.0027186	0.0007279	0.0004309	0.0003992	0.0003777	0.0002198	6.330000000000001e-05	6.36e-05	6.2e-05	6.53e-05	6.890000000000001e-05	2.85e-05	2.48e-05	1.7100000000000002e-05	4.2e-06	2.9e-06
2578	2578	2578	23418	0.13	0.5	0.282	30	25	20	45	1	3	0.016	0.012	0.034	0.031	0.106	0.342	0.0008371	0.0008817	0.0010067	0.0013263	0.0013737	0.0015086	0.0006047	0.0003907	0.0003675	0.0003542	0.0002049	6e-05	5.86e-05	6.11e-05	6.06e-05	6.809999999999999e-05	2.54e-05	2.24e-05	1.97e-05	2.3e-06	4.8e-06
2580	2580	2580	23421	0.46	1.0	0.26	5	30	50	0	1	4	0.01	0.018	0.024	0.061	0.232	0.546	0.0014265	0.0015213	0.0018045	0.0024884	0.0026145	0.0028633	0.0012451	0.0007944	0.000745	0.0007072	0.0004364	0.000128	0.0001264999999999	0.0001246	0.0001258	0.0001347	5.64e-05	4.41e-05	4.07e-05	1.02e-05	8.400000000000001e-06
2582	2582	2582	23423	5.5	1.7	0.232	5	35	10	0	1	5	0.006	0.01	0.15	0.104	1.079	1.626	0.0017533	0.0018691	0.0022349	0.0035161	0.0039002	0.0047832	0.0022076	0.0012863	0.0011651	0.0011328	0.0007751	0.0002262	0.0002224	0.0002235	0.0002225	0.000239	0.0001007	8.170000000000001e-05	7.45e-05	1.58e-05	1.4800000000000002e-05
2583	2583	2583	23425	0.5	1.0	0.226	30	0	50	60	1	3	0.01	0.024	0.073	0.061	0.244	0.41	0.0013183	0.0014193	0.0017046	0.0025154	0.0027243	0.0032491	0.0012427	0.000781	0.0007287999999999	0.0007047	0.0004248	0.0001255	0.0001264999999999	0.0001284	0.0001268	0.0001460999999999	5.93e-05	4.66e-05	4.24e-05	8.1e-06	8.5e-06
2594	2594	2594	23436	1.6	1.0	0.112	10	35	50	30	1	4	0.008	0.024	0.108	0.061	0.502	0.41	0.00241	0.0023934	0.0024892	0.0033598	0.0034344	0.0037214	0.0013869	0.0008422	0.0007733	0.0007428	0.0004881	0.0001440999999999	0.0001411	0.0001406	0.0001418	0.0001537	6.48e-05	5.21e-05	4.6e-05	1.22e-05	9.7e-06
2595	2595	2595	23438	4.7	0.7	0.122	15	0	20	60	1	2	0.006	0.012	0.431	0.043	0.979	0.478	0.0010546	0.0009983	0.0009499	0.0013334	0.0014509	0.0019564	0.0009837	0.0005145	0.0004442	0.0004498	0.0003904	0.0001154	0.0001136	0.0001124	0.0001162	0.000123	4.86e-05	4.18e-05	3.64e-05	6.3e-06	7.8e-06
2597	2597	2597	23442	1.6	0.5	0.3	0	15	20	15	1	4	0.008	0.01	0.08	0.031	0.502	0.41	0.0007987	0.0008724	0.0010753	0.0016713	0.0018494	0.0022203	0.0008618	0.0005116	0.0004657	0.0004463	0.000286	8.45e-05	8e-05	8.190000000000001e-05	7.900000000000001e-05	8.57e-05	3.47e-05	2.910000000000001e-05	2.63e-05	6.6e-06	5.5e-06
2600	2600	2600	23445	1.5	1.4	0.288	25	30	50	60	1	5	0.008	0.012	0.073	0.086	0.482	1.148	0.0012363	0.0014147	0.0019328	0.0033895	0.0038031	0.0046603	0.0017952	0.0011032	0.0010224	0.0009865	0.000596	0.0001736	0.0001725	0.000175	0.000181	0.0001949	8.04e-05	6.52e-05	5.76e-05	1.22e-05	1.2e-05
2605	2605	2605	23457	0.12	0.06	0.222	30	35	20	30	1	2	0.016	0.001	0.009	0.004	0.101	0.041	0.0009143	0.0008705	0.0007846	0.0006955	0.000616	0.0005006	0.0002046	0.0001306	0.0001240999999999	0.0001161	6.51e-05	1.94e-05	1.89e-05	1.95e-05	1.7199999999999998e-05	1.92e-05	7.8e-06	5e-06	1.8e-06	2.7000000000000004e-06	1.1e-06
2612	2612	2612	23467	3.0	1.2	0.178	30	35	30	15	1	5	0.0069999999999999	0.012	0.219	0.074	0.741	0.984	0.0013472999999999	0.0014638	0.0017696	0.0029001	0.0031669	0.0038486	0.0016152	0.0009265	0.0008352	0.0008272	0.0005715	0.0001648	0.000164	0.0001667	0.0001715	0.0001871	7.62e-05	6.73e-05	5.62e-05	1.4499999999999997e-05	1.13e-05
2613	2613	2613	23468	135.0	1.1	0.114	0	35	20	30	1	3	0.002	0.012	0.997	0.068	7.849	0.902	0.0012695	0.0011403	0.0010088	0.0014077	0.0017195999999999	0.0031931	0.0016190999999999	0.0007513	0.000618	0.0006536	0.0008794	0.000255	0.0002476	0.0002445	0.0002479	0.0002616	0.0001094	9.38e-05	8.14e-05	2.07e-05	1.58e-05
2615	2615	2615	23474	0.05	1.3	0.262	20	25	70	45	1	4	0.02	0.012	0.023	0.08	0.059	1.0659999999999998	0.0010531	0.0012625	0.0019416	0.0037811	0.0042369	0.0048254	0.0015255999999999	0.0009392	0.0008875	0.0008423	0.0004875	0.0001408	0.0001412	0.0001415	0.0001424	0.0001583	6.29e-05	5.62e-05	4.89e-05	1.22e-05	9.4e-06
2618	2618	2618	23477	3.4	1.4	0.162	15	35	70	30	1	4	0.0069999999999999	0.026	0.102	0.086	0.8009999999999999	0.574	0.002509	0.0025763	0.0028463	0.0040183	0.0042203999999999	0.004866	0.0019696	0.0012268	0.0011337	0.0010994	0.0007105	0.0002093	0.0002056	0.0002083	0.0002101	0.0002279	9.45e-05	7.879999999999999e-05	7.09e-05	1.4800000000000002e-05	1.39e-05
2620	2620	2620	23480	0.29	0.04	0.14	25	0	60	60	1	2	0.012	0.001	0.028	0.003	0.174	0.033	0.0008812999999999	0.0009231	0.0010385	0.0013192	0.0012174	0.0010325	0.0002827	0.0001633	0.0001534	0.0001450999999999	8.120000000000001e-05	1.91e-05	2.28e-05	2.25e-05	2.27e-05	2e-05	8.5e-06	7.299999999999999e-06	5.9e-06	2.1e-06	1.5e-06
2621	2621	2621	23481	36.0	3.0	0.288	30	30	50	30	1	5	0.003	0.026	0.895	0.184	3.459	1.23	0.0013444	0.0013428	0.0013999	0.0021663	0.0024805	0.0035673	0.0027731	0.0014454	0.0011997	0.001266	0.0014184	0.0004132	0.0004193	0.0004223	0.0004285	0.000479	0.0001966	0.0001653	0.0001411	2.97e-05	2.97e-05
2624	2624	2624	23485	5.2	3.0	0.204	15	30	80	0	1	3	0.006	0.02	0.178	0.184	1.042	1.64	0.0024869	0.002673	0.0032317	0.0050958	0.0058845	0.0080878999999999	0.0035778	0.0021158	0.0019195	0.0018944	0.0013364	0.000395	0.0003913	0.0003915	0.0003964	0.000431	0.0001761999999999	0.000151	0.0001368	2.98e-05	2.7e-05
2631	2631	2631	23495	1.0	0.7	0.174	15	35	50	15	1	3	0.009	0.016	0.068	0.043	0.375	0.383	0.0015205	0.001585	0.0017888	0.0024358	0.0025445	0.0027582	0.0009904	0.0006022	0.000557	0.0005351	0.0003317	9.84e-05	9.55e-05	9.67e-05	9.76e-05	0.0001046	4.54e-05	3.53e-05	3.3799999999999995e-05	6.8e-06	6.6e-06
2637	2637	2637	23505	0.07	0.2	0.184	25	15	80	60	1	5	0.018	0.004	0.006	0.012	0.072	0.109	0.0006353	0.0006992999999999	0.0008763	0.0012291	0.0011751	0.0010025	0.0002657	0.0001551	0.0001449	0.0001348	7.340000000000001e-05	1.77e-05	1.85e-05	1.82e-05	1.94e-05	2.23e-05	7.200000000000001e-06	1.04e-05	9.1e-06	0.0	1.4e-06
2641	2641	2641	23511	0.21	0.08	0.222	25	20	30	45	1	2	0.014	0.001	0.02	0.005	0.142	0.076	0.0008906	0.0008485	0.0007729	0.0007113	0.0006391	0.000537	0.0002289	0.0001462	0.0001384	0.0001330999999999	7.58e-05	2.32e-05	2.380000000000001e-05	2.11e-05	2.72e-05	2.49e-05	7.200000000000001e-06	8.1e-06	7.000000000000002e-06	0.0	7e-07
2646	2646	2646	23517	4.0	0.3	1.0	10	25	40	45	1	3	0.006	0.008	0.124	0.018	0.8859999999999999	0.205	0.0002279	0.0002583	0.0003496	0.0005535	0.0006469	0.0009494	0.0006087	0.000396	0.0003617	0.0003546	0.0002369	6.809999999999999e-05	6.97e-05	6.69e-05	6.75e-05	7.23e-05	2.93e-05	2.4100000000000006e-05	2.1e-05	5.8e-06	4.8e-06
2653	2653	2653	23524	1.0	0.4	0.152	20	20	30	60	1	3	0.009	0.01	0.064	0.025	0.375	0.273	0.0012448	0.0013085	0.001472	0.002011	0.0020595	0.0021203	0.0006691	0.000396	0.0003658	0.0003538	0.0002124	5.93e-05	6.05e-05	6.09e-05	6.4e-05	6.829999999999999e-05	2.8000000000000006e-05	2.35e-05	1.67e-05	3.6000000000000007e-06	3.2e-06
2655	2655	2655	23526	3.8	1.4	0.17	30	35	80	15	1	2	0.006	0.01	0.29	0.086	0.858	1.339	0.0013997	0.0014601	0.0016292	0.0025392	0.0028047	0.0037756	0.0016537	0.0009242	0.0008171	0.0008193999999999	0.000616	0.0001744	0.0001807	0.0001807	0.000183	0.000205	8.18e-05	7.049999999999999e-05	6.04e-05	1.49e-05	1.26e-05
2656	2656	2656	23527	0.52	0.5	0.214	25	0	30	60	1	5	0.01	0.008	0.064	0.031	0.25	0.478	0.0008622	0.0009331	0.0011403	0.0016972	0.0017697	0.0019081	0.0006845	0.0004138999999999	0.0003826	0.0003664	0.0002169	6.4e-05	6.29e-05	6.25e-05	6.39e-05	6.879999999999999e-05	2.58e-05	2.59e-05	1.89e-05	5.1e-06	4.3e-06
2662	2662	2662	23537	125.0	3.6	0.254	20	5	10	30	1	3	0.002	0.012	0.264	0.221	7.484	3.443	0.0022625	0.0026482	0.00369	0.0068203999999999	0.0082873	0.0125012	0.0052733	0.0028922	0.0025614	0.002554	0.0018986	0.0005491	0.0005457	0.0005477	0.0005567	0.0006091	0.0002458	0.0002105	0.0001785	4.120000000000001e-05	3.78e-05
2667	2667	2667	23543	6.8	0.7	0.194	15	25	60	45	1	5	0.005	0.012	0.253	0.043	1.231	0.478	0.0011039	0.0011295	0.0012193	0.0018217	0.0019791	0.0023963	0.0011174	0.0006247999999999	0.0005537	0.0005457	0.000398	0.0001157	0.0001139	0.000116	0.0001144	0.0001264	5.37e-05	4.429999999999999e-05	3.75e-05	9.4e-06	8.1e-06
2668	2668	2668	23544	0.05	1.5	0.116	0	5	20	30	1	4	0.02	0.012	0.005	0.092	0.059	1.23	0.0025018	0.0028048	0.0037369	0.0057884999999999	0.0058708	0.0055609	0.0018048	0.0010845	0.0010166	0.0009547	0.0005658999999999	0.0001702	0.000166	0.0001663	0.0001665999999999	0.0001746	7.3e-05	5.98e-05	5.14e-05	1.34e-05	1.01e-05
2671	2671	2671	23547	2.7	0.6	0.188	10	30	30	45	1	5	0.0069999999999999	0.009	0.036	0.037	0.6940000000000001	0.574	0.0014003	0.0015582	0.0020457	0.0032786	0.0034281	0.0034676	0.0011032	0.000657	0.0006091	0.0005801	0.0003429	0.0001009	9.88e-05	9.89e-05	9.78e-05	0.0001049	4.61e-05	3.5600000000000005e-05	2.89e-05	5.8e-06	5.8e-06
2677	2677	2677	23558	0.4	0.5	0.26	10	5	50	30	1	4	0.012	0.012	0.027	0.031	0.212	0.342	0.0009532	0.0010058	0.0011622	0.0015459	0.0015975999999999	0.0016963	0.0006926	0.0004386	0.0004126	0.0003908	0.0002337	6.94e-05	6.670000000000001e-05	6.69e-05	7.020000000000001e-05	7.18e-05	2.85e-05	2.660000000000001e-05	2.47e-05	3.500000000000001e-06	4.3e-06
2678	2678	2678	23559	2.7	1.3	0.116	0	35	20	15	1	4	0.0069999999999999	0.014	0.11	0.08	0.6940000000000001	0.888	0.0023392	0.0024528	0.0028151	0.0043206	0.0045963	0.0051938	0.0017918	0.0010426	0.0009504	0.0009142	0.0006099	0.0001821	0.0001744	0.0001726	0.0001735	0.0001817	7.859999999999999e-05	6.38e-05	5.479999999999999e-05	1.21e-05	1.09e-05
2689	2689	2689	23574	0.37	0.1	0.118	25	15	10	60	1	3	0.012	0.001	0.033	0.006	0.202	0.055	0.0012672	0.0012701	0.0012832	0.0014299	0.0013005	0.0010970999999999	0.0003166	0.0001856	0.0001767	0.0001661	9.32e-05	2.5e-05	2.59e-05	2.660000000000001e-05	2.64e-05	2.660000000000001e-05	1.32e-05	1.04e-05	9.4e-06	1.1e-06	1.2e-06
2690	2690	2690	23575	0.17	1.4	0.286	10	35	20	15	1	3	0.014	0.014	0.015	0.086	0.125	0.957	0.0014295999999999	0.0015555	0.0019532	0.0028624	0.0030961	0.003545	0.0015339	0.0009834	0.0009277	0.000881	0.0005283999999999	0.0001601	0.0001541	0.0001561	0.0001558	0.0001691	7.23e-05	5.64e-05	5.14e-05	1.24e-05	1.03e-05
2692	2692	2692	23577	0.6	0.02	0.27	30	25	70	0	1	2	0.01	0.001	0.034	0.001	0.273	0.008	0.0006176	0.0006458	0.0007359	0.0009563	0.0009584	0.0009699	0.0003323	0.0002061	0.000191	0.0001798	0.000103	2.8000000000000006e-05	2.87e-05	2.910000000000001e-05	2.8000000000000006e-05	3.3100000000000005e-05	1.35e-05	1.14e-05	7.9e-06	1.9e-06	2.3e-06
2694	2694	2694	23579	1.3	1.4	0.114	25	30	20	0	1	3	0.008	0.012	0.065	0.086	0.441	1.148	0.0026901	0.0028257	0.0032427	0.0045787	0.0047446999999999	0.0051606	0.0017437	0.0010711	0.0009997	0.0009674	0.0005834	0.0001704	0.0001714	0.0001740999999999	0.0001779	0.0001921	7.709999999999999e-05	6.65e-05	6.05e-05	1.21e-05	1.19e-05
2697	2697	2697	23583	2.1	0.8	0.152	0	0	50	30	1	5	0.0069999999999999	0.014	0.095	0.049	0.594	0.546	0.0016585	0.0017413	0.0019866	0.0028924	0.0030293	0.0032051	0.0012595	0.0007258999999999	0.0006631	0.000636	0.0004153	0.0001244	0.0001185	0.000118	0.0001202	0.0001252999999999	5.5e-05	4.2e-05	3.78e-05	8.900000000000001e-06	7.6e-06
2702	2702	2702	23591	0.08	1.1	0.21	5	0	20	15	1	5	0.018	0.035	0.009	0.068	0.078	0.301	0.0014122	0.0015917	0.0021321	0.0033751	0.0035871	0.0037584	0.0013849	0.0008506	0.0008014	0.0007542	0.0004451	0.0001338	0.0001326	0.0001306	0.0001326	0.0001395999999999	5.79e-05	5.04e-05	4.16e-05	9.7e-06	8.3e-06
2703	2703	2703	23592	0.53	0.06	0.288	25	0	20	45	1	4	0.01	0.001	0.032	0.004	0.253	0.016	0.0004117	0.0004657	0.0006138999999999	0.000992	0.0010522	0.0011058	0.0003241	0.0001906	0.0001788	0.000166	9.5e-05	2.57e-05	2.64e-05	2.8000000000000006e-05	2.78e-05	2.69e-05	1.16e-05	1.0800000000000003e-05	7.699999999999999e-06	0.0	2.1e-06
2707	2707	2707	23598	0.17	1.1	0.148	5	5	30	15	1	5	0.014	0.012	0.036	0.068	0.125	0.902	0.0017969	0.001977	0.0025114	0.0038645	0.0040046	0.0040306	0.0013934	0.0008345	0.0007767	0.0007371	0.0004449	0.0001324	0.0001315	0.0001291	0.0001330999999999	0.0001378	5.56e-05	4.820000000000001e-05	4.3e-05	1.22e-05	7.699999999999999e-06
2713	2713	2713	23607	0.36	0.9	0.298	5	0	20	45	1	2	0.012	0.018	0.032	0.055	0.199	0.4920000000000001	0.0011387	0.0012220999999999	0.0014641	0.002048	0.0021885	0.0024712	0.0011396	0.0007241	0.0006783	0.0006436	0.0003985	0.0001207	0.0001189	0.00012	0.0001196	0.0001252999999999	4.8e-05	4.51e-05	3.83e-05	9.5e-06	7.8e-06
2714	2714	2714	23608	0.12	0.06	0.238	5	30	30	60	1	4	0.016	0.001	0.02	0.004	0.101	0.033	0.0004404	0.0005095	0.0007322	0.001277	0.001315	0.0011259	0.0002792	0.0001496999999999	0.0001406	0.0001327	7.47e-05	2.17e-05	1.97e-05	1.7199999999999998e-05	2.09e-05	1.99e-05	5.5e-06	4.9000000000000005e-06	3.700000000000001e-06	0.0	6e-07
