	Unnamed: 0.1	Unnamed: 0	Run_ID	Chl	TSM	a_440_cdom	T	S	theta	phi	Chl_comp_1	Chl_comp_2	Bp	Bm	a_440_p	a_440_m	b_440_p	b_440_m	400	412.5	442.5	490	510	560	620	665	673.75	681.25	708.75	753.75	761.25	764.38	767.5	778.75	865	885	900	940	1020
28767	13577	13577	77901	1.6	1.3	5.3	5	25	10	60	1	3	0.008	0.024	0.075	0.08	0.502	0.5329999999999999	8.92e-05	0.0001042	0.0001506999999999	0.0002523	0.0003086	0.0005114	0.00073	0.0007892999999999	0.0007872999999999	0.0008013	0.0005739	0.0001748	0.0001725	0.0001730999999999	0.000172	0.0001816	7.709999999999999e-05	6.37e-05	5.460000000000001e-05	1.3800000000000003e-05	1.14e-05
28778	13588	13588	77916	0.37	0.6	19.0	5	30	30	45	1	3	0.012	0.008	0.034	0.037	0.202	0.6559999999999999	1.34e-05	1.67e-05	2.36e-05	4.14e-05	4.84e-05	8.340000000000001e-05	0.0001564	0.0002581	0.0002796	0.0003056	0.0002454	7.97e-05	7.48e-05	7.6e-05	7.58e-05	8.22e-05	3.41e-05	2.47e-05	2.660000000000001e-05	6.1e-06	4.3e-06
28791	13601	13601	77932	3.3	0.8	6.8	20	5	60	30	1	3	0.0069999999999999	0.01	0.113	0.049	0.7859999999999999	0.6559999999999999	5.01e-05	5.93e-05	8.25e-05	0.0001391	0.0001656	0.0002728	0.0004148	0.0004834	0.0004893	0.0005122	0.0003766	0.0001144	0.0001127	0.0001151	0.0001171	0.0001268	5.16e-05	4.71e-05	3.96e-05	9.2e-06	8.5e-06
28796	13606	13606	77938	0.09	1.0	2.6	25	30	50	15	1	4	0.016	0.014	0.009	0.061	0.084	0.6829999999999999	0.0001273	0.0001499	0.0002143	0.0003596	0.0004352	0.0006989	0.0007364	0.000655	0.0006462999999999	0.0006343999999999	0.0003786	0.0001119	0.0001119	0.0001142	0.000115	0.0001247	4.8e-05	4.24e-05	4.03e-05	9.2e-06	8.1e-06
28798	13608	13608	77940	2.9	1.5	2.7	25	15	20	45	1	5	0.0069999999999999	0.018	0.108	0.092	0.726	0.82	0.0001883	0.0002248	0.0003204	0.0005543999999999	0.0006749	0.0011009	0.0012122	0.0010508	0.0010051	0.0010045	0.0006624	0.0001977	0.0001972	0.0001964	0.0002024	0.0002208	8.57e-05	7.6e-05	6.7e-05	1.77e-05	1.3699999999999998e-05
28801	13611	13611	77946	0.35	1.1	4.7	0	10	20	45	1	4	0.012	0.018	0.026	0.068	0.196	0.601	8.22e-05	9.52e-05	0.0001396999999999	0.0002325	0.0002823	0.0004631	0.0006395	0.0006799	0.0006783	0.0006789	0.0004593	0.0001418	0.0001356	0.0001361999999999	0.0001379	0.0001434	5.83e-05	5.42e-05	4.5e-05	8.400000000000001e-06	8.1e-06
28809	13619	13619	77957	6.3	1.8	1.3	20	5	30	45	1	3	0.006	0.04	0.257	0.111	1.1740000000000002	0.4920000000000001	0.000472	0.0005422	0.000755	0.001269	0.001545	0.0025146	0.001962	0.0013291	0.0012072	0.001214	0.0009265	0.0002768999999999	0.0002767	0.0002792	0.0002827	0.0003091	0.0001274999999999	0.0001056	9.62e-05	2.04e-05	1.9e-05
28812	13622	13622	77962	3.3	0.1	3.9	0	0	60	45	1	4	0.0069999999999999	0.001	0.118	0.006	0.7859999999999999	0.068	5.03e-05	5.78e-05	8.18e-05	0.0001291	0.0001541	0.0002392	0.0002952	0.0002732	0.0002611	0.0002634999999999	0.0001847	5.5200000000000014e-05	5.400000000000001e-05	5.34e-05	5.2e-05	5.6600000000000014e-05	2.21e-05	1.57e-05	1.53e-05	4.3e-06	2.5e-06
28820	13630	13630	77970	4.4	1.0	5.6	5	25	30	15	1	5	0.006	0.024	0.159	0.061	0.94	0.41	8.02e-05	8.98e-05	0.0001328	0.0002152	0.000266	0.0004298	0.0006302	0.0006703	0.000657	0.0006781	0.000521	0.0001561999999999	0.0001516	0.0001524	0.0001538	0.0001675999999999	7.08e-05	5.45e-05	5.320000000000001e-05	1.15e-05	9.5e-06
28825	13635	13635	77975	150.0	0.02	2.1	15	15	60	15	1	3	0.002	0.001	0.436	0.001	8.379	0.011	0.0001943	0.0002231	0.0002989	0.0004902	0.0006025	0.0010365	0.0009521	0.000628	0.0005543	0.0005734	0.0005121	0.0001512	0.0001464	0.0001456	0.0001472	0.000157	6.34e-05	5.34e-05	4.72e-05	1.01e-05	9.5e-06
28830	13640	13640	77981	1.1	0.3	17.0	10	10	10	45	1	3	0.009	0.0069999999999999	0.06	0.018	0.398	0.246	1.14e-05	1.3e-05	1.92e-05	3.2899999999999987e-05	3.8e-05	6.500000000000001e-05	0.000121	0.0001839	0.0001975	0.0002109	0.0001694	5.2e-05	5.05e-05	4.85e-05	4.9700000000000015e-05	5.479999999999999e-05	2.4e-05	1.77e-05	1.73e-05	1.8e-06	2.8e-06
28832	13642	13642	77984	1.8	1.4	4.2	15	10	30	30	1	5	0.008	0.01	0.059	0.086	0.54	1.339	0.0001122	0.0001318	0.0001916	0.0003229	0.0003948	0.0006512	0.0008655	0.0008799	0.000872	0.0008745	0.000582	0.0001776999999999	0.0001759	0.0001737	0.0001774999999999	0.0001911	7.72e-05	6.6e-05	5.75e-05	1.19e-05	1.11e-05
28856	13666	13666	78016	1.5	1.3	5.4	15	35	70	60	1	5	0.008	0.012	0.062	0.08	0.482	1.0659999999999998	8.8e-05	0.0001002999999999	0.000144	0.0002425	0.0002944	0.0004837	0.000692	0.0007695	0.0007742999999999	0.0007947999999999	0.0005463999999999	0.0001653	0.0001631999999999	0.0001622	0.0001654	0.0001794	7.45e-05	6.29e-05	5.479999999999999e-05	1.36e-05	1e-05
28868	13678	13678	78033	0.21	0.2	4.7	20	30	50	45	1	4	0.014	0.003	0.014	0.012	0.142	0.1639999999999999	3.11e-05	3.5e-05	4.99e-05	6.96e-05	8.3e-05	0.0001217	0.0001449	0.0001520999999999	0.000151	0.0001529	9.36e-05	2.69e-05	2.6e-05	2.68e-05	2.49e-05	3.1e-05	1.44e-05	8.5e-06	6.4e-06	2.8e-06	1.5e-06
28880	13690	13690	78046	9.3	2.5	8.2	5	20	20	60	1	3	0.005	0.026	0.152	0.154	1.494	1.025	0.0001087	0.0001277	0.000183	0.0003061	0.0003717	0.0006215	0.0009885	0.0012401	0.0012643	0.0013337	0.001102	0.000352	0.0003439	0.0003419	0.0003426	0.0003652	0.0001530999999999	0.0001338	0.000114	2.62e-05	2.31e-05
28883	13693	13693	78049	0.38	0.8	8.7	20	5	30	15	1	2	0.012	0.01	0.036	0.049	0.206	0.765	3.58e-05	4.29e-05	5.95e-05	9.6e-05	0.0001181	0.0001829	0.0002962	0.0003959	0.0004189	0.0004424	0.0003187	9.95e-05	9.92e-05	9.91e-05	0.0001031	0.0001107	4.77e-05	3.48e-05	3.33e-05	8.400000000000001e-06	8e-06
28887	13697	13697	78054	28.0	1.8	12.0	15	20	50	60	1	5	0.004	0.02	0.662	0.111	2.96	0.984	6.21e-05	7.509999999999998e-05	0.0001104	0.0001974	0.0002489	0.0004396	0.0007847	0.0008799	0.0008215	0.0008957	0.0009842	0.0003058999999999	0.0003038	0.0003019	0.0003049	0.0003318	0.0001372	0.0001172	0.0001028	2.31e-05	2.02e-05
28906	13716	13716	78082	2.7	1.2	8.5	20	0	60	45	1	5	0.0069999999999999	0.012	0.133	0.074	0.6940000000000001	0.984	5.34e-05	6.11e-05	8.85e-05	0.0001482	0.0001784	0.0002918999999999	0.0004708	0.0006072	0.0006266	0.0006642999999999	0.0005167	0.0001636999999999	0.0001616	0.000162	0.0001663	0.0001817	7.41e-05	6.29e-05	5.460000000000001e-05	1.24e-05	1.07e-05
28910	13720	13720	78087	0.1	0.7	1.3	15	10	70	15	1	3	0.016	0.012	0.019	0.043	0.09	0.478	0.0001811	0.0002104	0.0002971	0.0004876	0.0005813	0.0008667999999999	0.000643	0.0004661	0.0004509	0.0004329	0.0002562	7.62e-05	7.56e-05	7.3e-05	7.5e-05	8.26e-05	3.34e-05	2.72e-05	2.53e-05	5.400000000000002e-06	4e-06
28912	13722	13722	78090	4.5	0.5	7.2	15	5	30	0	1	3	0.006	0.012	0.141	0.031	0.953	0.342	4.1e-05	4.68e-05	6.99e-05	0.0001105	0.0001318	0.000213	0.0003191	0.0003796	0.0003845	0.0004025	0.0003078999999999	9.41e-05	9.51e-05	9.39e-05	9.16e-05	0.0001051	4.58e-05	3.3799999999999995e-05	2.84e-05	7.200000000000001e-06	6.6e-06
28916	13726	13726	78096	4.4	0.08	1.9	15	20	70	15	1	3	0.006	0.001	0.158	0.005	0.94	0.044	0.0001101	0.0001224	0.0001651	0.0002609	0.000307	0.000475	0.0004096	0.0002966	0.0002752	0.0002731	0.0001864	5.62e-05	5.36e-05	5.489999999999999e-05	5.539999999999999e-05	5.65e-05	2.31e-05	1.9e-05	1.67e-05	2.5e-06	3.2e-06
28932	13742	13742	78117	0.23	0.2	1.5	25	5	70	60	1	3	0.012	0.002	0.034	0.012	0.151	0.191	8.18e-05	9.35e-05	0.0001248	0.0001862	0.0002186	0.000302	0.0002179	0.0001582	0.0001496999999999	0.0001450999999999	8.53e-05	2.4100000000000006e-05	2.3e-05	2.39e-05	2.31e-05	2.55e-05	1.49e-05	4.3e-06	9.6e-06	2e-07	1.9e-06
28935	13745	13745	78121	0.08	0.6	2.3	20	10	50	0	1	5	0.018	0.012	0.011	0.037	0.078	0.41	9.43e-05	0.0001097	0.0001553	0.0002593	0.0003066	0.00048	0.0004725	0.0003994	0.0003906	0.0003779	0.0002245	6.77e-05	6.53e-05	6.720000000000001e-05	6.659999999999999e-05	7.219999999999999e-05	2.9e-05	2.28e-05	2.2e-05	6.1e-06	4.8e-06
28938	13748	13748	78124	0.24	0.8	7.5	0	30	30	15	1	3	0.012	0.014	0.016	0.049	0.155	0.546	4.35e-05	4.72e-05	6.759999999999999e-05	0.0001139	0.0001333	0.0002085	0.0003298	0.0004184	0.0004371	0.0004495	0.0003237	9.92e-05	9.74e-05	9.81e-05	9.75e-05	0.0001054	4.25e-05	3.34e-05	3.55e-05	8.8e-06	5.1e-06
28956	13766	13766	78148	0.79	0.8	8.5	5	5	70	0	1	3	0.01	0.014	0.058	0.049	0.324	0.546	4.18e-05	4.63e-05	6.17e-05	0.0001063	0.0001246	0.0002047	0.0003231	0.0004271	0.0004426	0.0004675	0.0003502	0.0001124	0.0001107	0.0001088	0.0001112	0.0001137	4.870000000000001e-05	3.950000000000001e-05	3.68e-05	9.5e-06	6.3e-06
28957	13767	13767	78149	0.06	0.3	7.0	15	15	70	60	1	2	0.018	0.006	0.005	0.018	0.066	0.287	2.19e-05	2.380000000000001e-05	3.24e-05	5.12e-05	5.770000000000001e-05	8.56e-05	0.0001226	0.0001512	0.0001541999999999	0.0001588	0.0001078	3.13e-05	2.99e-05	3.12e-05	2.99e-05	3.55e-05	1.32e-05	1.23e-05	8.3e-06	1.6e-06	1.8e-06
28961	13771	13771	78154	3.3	1.1	3.0	25	5	70	45	1	3	0.0069999999999999	0.014	0.221	0.068	0.7859999999999999	0.7509999999999999	0.0001382	0.0001602	0.0002315	0.0003915	0.0004768	0.000797	0.0008846	0.0007391	0.0006914	0.0007024	0.000525	0.0001555	0.000158	0.0001598	0.0001595	0.0001756	7.290000000000001e-05	6.29e-05	5.09e-05	9.8e-06	1.02e-05
28962	13772	13772	78155	1.7	0.08	2.2	20	5	50	45	1	3	0.008	0.001	0.078	0.005	0.521	0.044	7.55e-05	8.68e-05	0.0001198	0.0001897	0.0002207	0.0003379	0.0003095	0.0002427	0.0002324	0.0002267	0.0001425	4.09e-05	4.2e-05	4e-05	4.2e-05	4.53e-05	1.65e-05	1.65e-05	1.15e-05	1.4e-06	2.7000000000000004e-06
28963	13773	13773	78156	0.38	1.0	1.4	30	15	50	45	1	5	0.012	0.014	0.017	0.061	0.206	0.6829999999999999	0.0002458	0.0002831	0.0004114	0.0007022	0.0008384999999999	0.0012843	0.000995	0.0007617	0.000737	0.0007157999999999	0.0004109	0.0001190999999999	0.0001218	0.0001216	0.0001267	0.0001379	5.37e-05	4.86e-05	4.14e-05	1e-05	8.1e-06
28966	13776	13776	78159	0.18	0.08	7.8	10	0	70	30	1	3	0.014	0.001	0.023	0.005	0.13	0.087	1.7800000000000002e-05	1.87e-05	2.22e-05	3.48e-05	3.510000000000001e-05	5.379999999999999e-05	7.8e-05	9.49e-05	0.0001002	0.0001032	7.09e-05	2.03e-05	2e-05	1.96e-05	1.84e-05	2.2e-05	1.07e-05	7.8e-06	8.7e-06	0.0	6e-07
28967	13777	13777	78160	2.6	1.5	6.3	25	30	10	45	1	2	0.0069999999999999	0.018	0.102	0.092	0.6779999999999999	0.82	8.690000000000001e-05	0.0001012	0.0001434	0.0002398	0.0002911	0.0004788	0.0007174999999999	0.0008275	0.0008389	0.0008726	0.0006287	0.0001911	0.000191	0.0001904	0.0001981	0.0002156	8.57e-05	7.42e-05	6.56e-05	1.4e-05	1.39e-05
28973	13783	13783	78169	0.37	0.7	2.1	15	5	30	15	1	5	0.012	0.016	0.034	0.043	0.202	0.383	0.0001271	0.000148	0.0002129	0.0003565	0.000425	0.0006642	0.0006425	0.0005222	0.0004982	0.0004893	0.0003012	8.82e-05	8.499999999999999e-05	8.98e-05	8.99e-05	9.59e-05	4.3e-05	3.18e-05	2.71e-05	6.5e-06	4.7e-06
28976	13786	13786	78174	2.5	0.02	2.7	30	20	60	15	1	3	0.0069999999999999	0.001	0.098	0.001	0.662	0.019	6.94e-05	7.840000000000001e-05	0.0001065	0.0001667	0.0002008	0.000307	0.0003073	0.0002565	0.0002434	0.0002438	0.0001561999999999	3.92e-05	4.4e-05	4.53e-05	4.620000000000001e-05	4.820000000000001e-05	2.27e-05	1.59e-05	1.49e-05	1.2e-06	2.4e-06
28980	13790	13790	78180	0.24	1.5	1.9	5	10	60	45	1	4	0.012	0.009	0.013	0.092	0.155	1.64	0.0002282	0.0002691	0.0003948	0.000681	0.0008246	0.001326	0.0012463	0.0010028	0.0009654	0.0009304	0.0005702999999999	0.0001721999999999	0.0001705	0.000169	0.0001653	0.0001808	7.759999999999999e-05	6.12e-05	5.58e-05	1.34e-05	1.09e-05
28987	13797	13797	78189	0.53	1.4	13.0	5	30	30	0	1	4	0.01	0.014	0.075	0.086	0.253	0.957	3.34e-05	3.71e-05	5.88e-05	0.0001068	0.0001319	0.0002346	0.0004271	0.0006014	0.0006325	0.0006688	0.000518	0.0001613	0.0001604	0.0001571999999999	0.0001611	0.0001710999999999	7.44e-05	5.81e-05	5.24e-05	1.2e-05	1.11e-05
28996	13806	13806	78201	0.73	0.08	8.6	15	25	20	60	1	5	0.01	0.001	0.028	0.005	0.308	0.055	1.91e-05	2.12e-05	3e-05	3.950000000000001e-05	4.63e-05	7.329999999999999e-05	0.0001077	0.0001375	0.0001450999999999	0.0001530999999999	0.0001081	3.2e-05	3.3799999999999995e-05	3.2200000000000003e-05	3.05e-05	3.55e-05	1.4e-05	1.36e-05	1.15e-05	2.8e-06	2.7000000000000004e-06
28999	13809	13809	78206	2.3	1.4	5.3	5	35	40	30	1	3	0.0069999999999999	0.018	0.104	0.086	0.628	0.765	9.51e-05	0.0001104	0.00016	0.0002665	0.0003246	0.0005376	0.0007635	0.0008148	0.0008093999999999	0.0008247	0.0006108	0.0001867	0.0001803	0.0001831	0.0001825	0.0001936	8.14e-05	6.74e-05	6.36e-05	1.41e-05	1.21e-05
29005	13815	13815	78215	1.6	0.02	8.0	30	30	30	45	1	5	0.008	0.001	0.083	0.001	0.502	0.011	2.33e-05	2.44e-05	3.54e-05	4.99e-05	5.89e-05	9.37e-05	0.0001357	0.000169	0.0001753	0.0001864	0.0001308	3.64e-05	3.87e-05	3.83e-05	3.71e-05	4.23e-05	2.08e-05	1.29e-05	9.5e-06	5.6e-06	2.7000000000000004e-06
29007	13817	13817	78217	2.7	1.4	1.1	20	30	50	60	1	5	0.0069999999999999	0.018	0.216	0.086	0.6940000000000001	0.765	0.0004071	0.0004657	0.0006385	0.0010600999999999	0.0012542	0.0018859	0.0014583	0.0009811	0.0008937999999999	0.0008895	0.0006367	0.0001843	0.0001854	0.000186	0.0001912	0.0002062	8.52e-05	7.48e-05	6.409999999999999e-05	1.51e-05	1.28e-05
29044	13854	13854	78262	1.9	0.7	2.3	30	5	70	30	1	4	0.008	0.016	0.079	0.043	0.5579999999999999	0.383	0.0001336	0.0001561	0.0002246	0.0003758	0.0004535	0.0007302	0.0007128999999999	0.0005926	0.0005697	0.0005682	0.0003521	0.0001044	0.0001035	0.0001046	0.0001075	0.0001185	4.94e-05	3.67e-05	3.2200000000000003e-05	5.9e-06	7.6e-06
29049	13859	13859	78270	6.1	2.0	4.5	20	35	30	45	1	5	0.006	0.016	0.262	0.123	1.151	1.366	0.000161	0.0001869	0.0002673	0.0004542	0.000553	0.0009196	0.0012537	0.0012065	0.0011464	0.0011844	0.0009423	0.0002803	0.0002807	0.0002806	0.0002839	0.0003122	0.0001332	0.0001083	9.49e-05	2.2e-05	2.02e-05
29057	13867	13867	78285	48.0	0.9	6.8	20	30	50	30	1	4	0.003	0.012	2.045	0.055	4.134	0.738	7.25e-05	8.170000000000001e-05	0.000109	0.0001735	0.0002115	0.0003678	0.0004667	0.0003633	0.0003038	0.0003352	0.0006461	0.0001943	0.0001933	0.0001934	0.0001977	0.0002153	8.93e-05	7.340000000000001e-05	6.879999999999999e-05	1.27e-05	1.33e-05
29059	13869	13869	78287	125.0	2.7	2.3	25	15	70	0	1	3	0.002	0.01	0.264	0.166	7.484	2.582	0.0003863	0.0004525	0.0006505	0.0011296	0.0013987	0.0024436	0.0024566	0.0018436	0.0016932	0.0017237	0.0013154999999999	0.0003812	0.0003841	0.0003859	0.0003924	0.0004326	0.0001710999999999	0.0001493	0.0001284999999999	2.9e-05	2.79e-05
29062	13872	13872	78294	1.5	1.0	9.1	25	30	20	15	1	5	0.008	0.012	0.034	0.061	0.482	0.82	4.650000000000001e-05	5.12e-05	7.23e-05	0.0001240999999999	0.0001406	0.0002335	0.0003758	0.0005118	0.0005476	0.0005842999999999	0.0004235	0.0001302	0.0001321	0.0001335	0.0001333	0.0001494	5.88e-05	5.260000000000001e-05	4.36e-05	8e-06	9.4e-06
29069	13879	13879	78303	11.0	0.9	3.9	5	30	20	45	1	3	0.005	0.014	0.276	0.055	1.658	0.615	0.0001179	0.0001357	0.0001926	0.0003166	0.0003881	0.0006404	0.0008031	0.0006959	0.0006531	0.0006667999999999	0.0005567	0.0001681	0.0001628	0.0001601	0.0001643	0.0001739	7.269999999999999e-05	5.94e-05	5.350000000000001e-05	1.2e-05	1.09e-05
29078	13888	13888	78314	0.4	0.06	4.2	10	20	10	60	1	5	0.012	0.001	0.015	0.004	0.212	0.049	3.61e-05	3.96e-05	5.37e-05	7.809999999999999e-05	9.18e-05	0.0001348	0.0001629	0.000161	0.000159	0.0001543	9.66e-05	2.85e-05	2.92e-05	2.62e-05	2.44e-05	2.78e-05	9.9e-06	8.400000000000001e-06	8.2e-06	1.4e-06	1.2e-06
29085	13895	13895	78325	11.0	1.3	1.7	30	20	20	60	1	3	0.005	0.01	0.337	0.08	1.658	1.243	0.0002868	0.0003296	0.000451	0.0007531	0.0009218	0.0015522	0.0013154	0.0008996	0.0008134	0.0008311	0.0006681	0.000195	0.0001965	0.0001979	0.0002034	0.0002243	8.88e-05	7.759999999999999e-05	6.51e-05	1.33e-05	1.36e-05
29086	13896	13896	78326	3.1	0.4	2.2	5	20	50	15	1	5	0.0069999999999999	0.012	0.0819999999999999	0.025	0.7559999999999999	0.219	0.0001212	0.0001355	0.0001912	0.0003084	0.0003673	0.0005705	0.0005667999999999	0.0004446	0.0004211	0.000412	0.0002715	7.950000000000001e-05	7.950000000000001e-05	7.709999999999999e-05	7.929999999999999e-05	8.27e-05	3.14e-05	2.910000000000001e-05	2.88e-05	6.5e-06	4.2e-06
29089	13899	13899	78329	0.23	1.3	6.9	15	20	40	15	1	5	0.012	0.01	0.039	0.08	0.151	1.243	6e-05	7.06e-05	9.88e-05	0.0001613	0.0002005	0.0003258	0.0004966	0.0006178	0.0006362999999999	0.0006600999999999	0.0004629	0.0001419	0.0001406	0.00014	0.0001428	0.0001555	6.48e-05	5.600000000000001e-05	4.85e-05	1.0800000000000003e-05	9.2e-06
29114	13924	13924	78361	6.7	1.9	9.2	10	25	30	15	1	3	0.005	0.026	0.056	0.117	1.22	0.779	7.890000000000001e-05	9.25e-05	0.00013	0.0002173	0.000262	0.0004326	0.0007088999999999	0.0009715	0.0010221	0.0010860999999999	0.0008389	0.0002646	0.0002623	0.0002655	0.0002628999999999	0.0002841	0.0001219	9.97e-05	8.72e-05	2.12e-05	1.7100000000000002e-05
29116	13926	13926	78363	3.1	0.06	5.0	30	15	50	15	1	4	0.0069999999999999	0.001	0.064	0.004	0.7559999999999999	0.049	4.13e-05	4.870000000000001e-05	6.4e-05	9.98e-05	0.00012	0.0001892	0.0002436	0.0002583	0.0002597	0.0002627	0.0001671	5.06e-05	5.12e-05	5.36e-05	5.31e-05	5.770000000000001e-05	2.1e-05	1.77e-05	1.86e-05	1.9e-06	2.9e-06
29120	13930	13930	78367	160.0	1.7	7.1	5	25	30	0	1	3	0.002	0.012	0.8109999999999999	0.104	8.721	1.394	0.0001141	0.0001345	0.0001839	0.0003021	0.0003736	0.000637	0.000931	0.0008562	0.0007719	0.0008392999999999	0.00106	0.0003232	0.0003142	0.0003143	0.0003183	0.0003373	0.0001447	0.0001192	0.0001022	2.37e-05	2.03e-05
29123	13933	13933	78371	1.1	0.06	7.8	10	5	50	45	1	5	0.009	0.001	0.071	0.004	0.398	0.033	2.1e-05	2.39e-05	3.3100000000000005e-05	4.44e-05	5.19e-05	8.690000000000001e-05	0.0001249	0.0001571999999999	0.0001568	0.0001656	0.0001213	3.44e-05	3.67e-05	3.6e-05	3.39e-05	3.88e-05	1.77e-05	9.4e-06	1.14e-05	4.4e-06	1.7e-06
29128	13938	13938	78377	0.12	0.3	1.3	15	35	60	15	1	3	0.016	0.006	0.014	0.018	0.101	0.287	0.0001307	0.000148	0.0001977	0.0003037	0.0003473	0.0004835	0.0003388	0.0002433	0.0002295	0.0002225	0.0001301	3.75e-05	3.89e-05	3.44e-05	3.32e-05	3.88e-05	1.4e-05	1.26e-05	7.4999999999999985e-06	1.5e-06	2.2e-06
29137	13947	13947	78393	1.9	1.2	9.4	0	35	60	15	1	4	0.008	0.018	0.072	0.074	0.5579999999999999	0.6559999999999999	5.2e-05	6.06e-05	8.46e-05	0.0001358	0.0001626	0.0002671	0.0004326	0.0005905	0.0006212999999999	0.0006588	0.000525	0.0001668	0.0001624	0.0001599	0.0001582	0.0001694	7.48e-05	6.2e-05	5.23e-05	1.15e-05	1e-05
29143	13953	13953	78403	1.3	0.1	1.5	25	25	40	60	1	3	0.008	0.001	0.103	0.006	0.441	0.096	0.000109	0.0001249	0.0001656	0.0002524	0.0002941	0.000427	0.0003143999999999	0.00022	0.0002043	0.0002026	0.0001326	3.58e-05	3.58e-05	3.39e-05	3.53e-05	3.66e-05	1.4e-05	1.29e-05	1.39e-05	3.1e-06	1.9e-06
29158	13968	13968	78419	1.8	0.1	8.2	25	20	60	60	1	5	0.008	0.001	0.078	0.006	0.54	0.055	2.37e-05	2.51e-05	3.74e-05	5.01e-05	6.12e-05	9.61e-05	0.000138	0.0001798	0.0001854	0.0001922	0.0001406999999999	4.11e-05	4.09e-05	4.31e-05	4.2100000000000014e-05	4.66e-05	2.01e-05	1.65e-05	1.3800000000000003e-05	4.1e-06	2.9e-06
29159	13969	13969	78420	62.0	0.7	15.0	10	15	40	45	1	4	0.003	0.009	0.6579999999999999	0.043	4.845	0.669	3.3100000000000005e-05	3.86e-05	5.91e-05	0.000105	0.0001264	0.0002316	0.0004109	0.0005112	0.0004866	0.0005347	0.0006059	0.0001851	0.0001851	0.000182	0.0001872	0.0002004	8.4e-05	6.850000000000001e-05	6.4e-05	1.2e-05	1.16e-05
29166	13976	13976	78427	1.6	1.0	3.1	0	0	50	0	1	2	0.008	0.014	0.065	0.061	0.502	0.6829999999999999	0.0001226	0.0001416999999999	0.0002052	0.0003477	0.0004263	0.0006931	0.0008173	0.0007283	0.0007041	0.000691	0.0004667	0.0001429	0.0001366	0.0001408	0.0001384	0.0001445	6.19e-05	5.07e-05	4.52e-05	9.6e-06	7.4999999999999985e-06
29169	13979	13979	78430	2.8	0.04	3.7	0	30	30	30	1	5	0.0069999999999999	0.001	0.097	0.003	0.71	0.044	5.6100000000000015e-05	6.23e-05	8.809999999999999e-05	0.0001329	0.0001595999999999	0.0002437	0.000292	0.0002627	0.0002528	0.0002519	0.0001754999999999	4.95e-05	4.81e-05	4.79e-05	4.73e-05	5.28e-05	2.26e-05	1.6800000000000002e-05	1.3699999999999998e-05	4.4e-06	3.1e-06
29171	13981	13981	78432	25.0	1.1	8.4	30	15	60	0	1	4	0.004	0.018	1.873	0.068	2.759	0.601	6.579999999999999e-05	7.36e-05	9.68e-05	0.000157	0.0001895	0.0003251	0.0004383	0.0003843	0.0003278	0.0003668	0.00065	0.0002022	0.0002047	0.000208	0.0002098	0.0002325	9.49e-05	7.77e-05	6.979999999999999e-05	1.29e-05	1.44e-05
29180	13990	13990	78446	0.21	1.3	4.6	25	15	30	30	1	4	0.014	0.014	0.02	0.08	0.142	0.888	9.19e-05	0.000103	0.0001508	0.000254	0.00031	0.0005107	0.0006867	0.0007407	0.0007501	0.0007537999999999	0.0004796	0.0001419999999999	0.0001471	0.0001476	0.0001512	0.0001622	6.459999999999997e-05	5.5200000000000014e-05	4.88e-05	9.4e-06	1.18e-05
29187	13997	13997	78457	5.5	2.8	6.6	5	35	80	0	1	5	0.006	0.04	0.194	0.172	1.079	0.765	0.0001496	0.0001719	0.0002502	0.000419	0.0005108	0.0008472999999999	0.0013046	0.0014857999999999	0.0014677	0.0015321	0.0012513	0.0003934	0.0003851	0.0003819	0.0003878	0.0004116	0.0001742	0.0001478	0.0001313	3.3100000000000005e-05	2.59e-05
29188	13998	13998	78458	0.29	0.8	1.7	10	35	20	60	1	5	0.012	0.01	0.04	0.049	0.174	0.765	0.0001759	0.0002053	0.000292	0.0004866	0.00058	0.0008916999999999	0.0007768	0.000597	0.0005708999999999	0.0005535	0.0003435	9.93e-05	9.89e-05	9.93e-05	0.0001008	0.000105	4.54e-05	3.63e-05	2.9e-05	7.699999999999999e-06	7.1e-06
29192	14002	14002	78464	3.0	0.04	4.0	10	20	20	30	1	3	0.0069999999999999	0.001	0.106	0.003	0.741	0.022	5.17e-05	5.7200000000000015e-05	7.900000000000001e-05	0.0001247	0.0001471	0.0002313	0.0002787	0.0002566	0.0002495	0.0002528	0.0001745	5.22e-05	5.04e-05	5.3e-05	4.98e-05	4.93e-05	2.12e-05	1.6e-05	1.32e-05	4.9000000000000005e-06	3.3e-06
29193	14003	14003	78465	0.54	1.4	3.6	30	10	60	45	1	4	0.01	0.018	0.078	0.086	0.256	0.765	0.000125	0.0001436	0.000211	0.0003598	0.00044	0.0007282	0.0008807999999999	0.0008511	0.0008367	0.0008420999999999	0.0005457999999999	0.0001618	0.0001658	0.0001678	0.0001708	0.0001898	7.62e-05	6.22e-05	5.45e-05	1.15e-05	1.18e-05
29194	14004	14004	78466	1.5	0.04	5.5	15	15	10	60	1	3	0.008	0.001	0.062	0.003	0.482	0.022	3e-05	3.510000000000001e-05	4.9700000000000015e-05	7.3e-05	8.75e-05	0.0001334	0.0001757	0.0001925	0.0001923	0.0001925	0.0001268	3.8e-05	3.66e-05	3.7e-05	3.99e-05	4.33e-05	1.51e-05	1.17e-05	1.15e-05	2.5e-06	2e-06
